41001000,AGONCILLO
41002000,ALITAGTAG
41003000,BALAYAN
41004000,BALETE
41005000,BATANGAS CITY (Capital)
41006000,BAUAN
41007000,CALACA
41008000,CALATAGAN
41009000,CUENCA
41010000,IBAAN
41011000,LAUREL
41012000,LEMERY
41013000,LIAN
41014000,LIPA CITY
41015000,LOBO
41016000,MABINI
41017000,MALVAR
41018000,MATAASNAKAHOY
41019000,NASUGBU
41020000,PADRE GARCIA
41021000,ROSARIO
41022000,SAN JOSE
41023000,SAN JUAN
41024000,SAN LUIS
41025000,SAN NICOLAS
41026000,SAN PASCUAL
41027000,SANTA TERESITA
41028000,SANTO TOMAS
41029000,TAAL
41030000,TALISAY
41031000,CITY OF TANAUAN
41032000,TAYSAN
41033000,TINGLOY
41034000,TUY
42101000,ALFONSO
42102000,AMADEO
42103000,BACOOR CITY
42104000,CARMONA
42105000,CAVITE CITY
42106000,CITY OF DASMARIÑAS
42107000,GENERAL EMILIO AGUINALDO
42108000,GENERAL TRIAS
42109000,IMUS CITY
42110000,INDANG
42111000,KAWIT
42112000,MAGALLANES
42113000,MARAGONDON
42114000,MENDEZ (MENDEZ-NUÑEZ)
42115000,NAIC
42116000,NOVELETA
42117000,ROSARIO
42118000,SILANG
42119000,TAGAYTAY CITY
42120000,TANZA
42121000,TERNATE
42122000,TRECE MARTIRES CITY (Capital)
42123000,GEN. MARIANO ALVAREZ
43401000,ALAMINOS
43402000,BAY
43403000,CITY OF BIÑAN
43404000,CABUYAO CITY
43405000,CITY OF CALAMBA
43406000,CALAUAN
43407000,CAVINTI
43408000,FAMY
43409000,KALAYAAN
43410000,LILIW
43411000,LOS BAÑOS
43412000,LUISIANA
43413000,LUMBAN
43414000,MABITAC
43415000,MAGDALENA
43416000,MAJAYJAY
43417000,NAGCARLAN
43418000,PAETE
43419000,PAGSANJAN
43420000,PAKIL
43421000,PANGIL
43422000,PILA
43423000,RIZAL
43424000,SAN PABLO CITY
43425000,SAN PEDRO
43426000,SANTA CRUZ (Capital)
43427000,SANTA MARIA
43428000,CITY OF SANTA ROSA
43429000,SINILOAN
43430000,VICTORIA
45601000,AGDANGAN
45602000,ALABAT
45603000,ATIMONAN
45605000,BUENAVISTA
45606000,BURDEOS
45607000,CALAUAG
45608000,CANDELARIA
45610000,CATANAUAN
45615000,DOLORES
45616000,GENERAL LUNA
45617000,GENERAL NAKAR
45618000,GUINAYANGAN
45619000,GUMACA
45620000,INFANTA
45621000,JOMALIG
45622000,LOPEZ
45623000,LUCBAN
45624000,LUCENA CITY (Capital)
45625000,MACALELON
45627000,MAUBAN
45628000,MULANAY
45629000,PADRE BURGOS
45630000,PAGBILAO
45631000,PANUKULAN
45632000,PATNANUNGAN
45633000,PEREZ
45634000,PITOGO
45635000,PLARIDEL
45636000,POLILLO
45637000,QUEZON
45638000,REAL
45639000,SAMPALOC
45640000,SAN ANDRES
45641000,SAN ANTONIO
45642000,SAN FRANCISCO (AURORA)
45644000,SAN NARCISO
45645000,SARIAYA
45646000,TAGKAWAYAN
45647000,CITY OF TAYABAS
45648000,TIAONG
45649000,UNISAN
45801000,ANGONO
45802000,CITY OF ANTIPOLO
45803000,BARAS
45804000,BINANGONAN
45805000,CAINTA
45806000,CARDONA
45807000,JALA-JALA
45808000,RODRIGUEZ (MONTALBAN)
45809000,MORONG
45810000,PILILLA
45811000,SAN MATEO
45812000,TANAY
45813000,TAYTAY
45814000,TERESA
PROVINCES,
,BATANGAS
,CAVITE
,LAGUNA
,QUEZON
,RIZAL
,RIZAL
